batch_size,layer_number,kernel_dim,pool_dim,lr,fc1,fc2,f1_goalpost,f1_ball,f1_robot,f1_goalspot,f1_centerspot,f1_macro_avg
64,4,3,3,0.0001,128,128,0.5048543689320388,0.4721030042918455,0.9209431345353676,0.2459016393442623,0.1818181818181818,0.4651240657843392
64,4,3,3,0.001,128,128,0.4333333333333333,0.4663677130044843,0.925874125874126,0.3278688524590163,0.1025641025641025,0.4512016254470125
16,5,3,3,0.001,128,128,0.5363984674329502,0.463519313304721,0.9217877094972068,0.0,0.0,0.3843410980469756
16,4,3,2,0.001,128,128,0.4864864864864865,0.4773662551440329,0.9217877094972068,0.0,0.0,0.3771280902255452
64,5,3,3,0.001,128,128,0.4221105527638191,0.4871794871794871,0.9322268326417704,0.0,0.0,0.3683033745170153
16,5,3,2,0.001,128,128,0.4765957446808511,0.4444444444444444,0.9002849002849003,0.0,0.0,0.3642650178820391
64,4,7,3,0.001,128,128,0.4574468085106383,0.3870967741935484,0.9285714285714286,0.0,0.0,0.354623002255123
64,4,7,2,0.001,128,128,0.2515723270440251,0.3448275862068966,0.9234972677595628,0.0,0.0,0.3039794362020969
64,5,7,3,0.001,128,128,0.1240310077519379,0.4343891402714932,0.9237057220708448,0.0,0.0,0.2964251740188551
64,4,3,2,0.0001,128,128,0.0,0.453781512605042,0.9080779944289692,0.0,0.0,0.2723719014068023
16,5,7,3,0.001,128,128,0.0,0.0,0.8821292775665399,0.0,0.0,0.1764258555133079
